File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/array.py,1300,264,19,82,2,35,0
jax/_src/literals.py,207,47,6,19,4,4,0
jax/_src/callback.py,908,95,22,31,3,29,1
jax/_src/mesh_utils.py,934,128,21,16,0,8,0
jax/_src/flatten_util.py,109,15,8,5,0,9,0
jax/_src/layout.py,156,41,5,14,3,7,0
jax/_src/compute_on.py,383,69,15,22,0,18,0
jax/_src/profiler.py,536,64,6,28,6,20,0
jax/_src/hypothesis_test_util.py,241,28,7,11,2,14,0
jax/_src/effects.py,130,23,3,11,3,3,0
jax/_src/test_util.py,2397,548,20,200,11,53,1
jax/_src/stages.py,1059,239,12,74,14,28,0
jax/_src/frozen_dict.py,52,12,2,9,1,2,0
jax/_src/pjit.py,2536,536,28,113,8,55,0
jax/_src/ffi.py,768,90,29,28,2,25,0
jax/_src/pretty_printer.py,224,27,5,15,1,8,0
jax/_src/tpu_custom_call.py,944,150,41,25,5,22,0
jax/_src/compilation_cache.py,481,68,8,26,2,17,0
jax/_src/dispatch.py,762,202,46,40,4,39,1
jax/_src/traceback_util.py,240,47,7,17,2,11,0
jax/_src/cache_key.py,353,35,9,17,0,14,0
jax/_src/basearray.py,217,16,2,14,1,8,0
jax/_src/api.py,2604,306,21,91,8,53,1
jax/_src/custom_partitioning.py,671,83,17,20,2,26,0
jax/_src/xla_metadata.py,152,28,7,12,2,10,0
jax/_src/cloud_tpu_init.py,143,23,11,5,0,8,0
jax/_src/error_check.py,388,34,10,12,4,20,0
jax/_src/xla_transform.py,150,20,11,3,1,6,0
jax/_src/api_util.py,796,197,22,44,3,16,0
jax/_src/debugging.py,1025,137,25,53,3,42,0
jax/_src/compilation_cache_interface.py,32,4,2,2,1,4,0
jax/_src/environment_info.py,63,7,5,2,0,10,0
jax/_src/linear_util.py,504,104,7,49,7,14,0
jax/_src/sharding.py,215,42,6,22,2,7,0
jax/_src/shard_alike.py,114,15,5,5,0,12,0
jax/_src/buffer_callback.py,266,14,5,8,1,14,0
jax/_src/lru_cache.py,208,34,8,5,1,9,0
jax/_src/pmap.py,936,110,19,21,1,30,0
jax/_src/distributed.py,349,54,27,6,1,10,0
jax/_src/indexing.py,118,22,5,7,1,5,0
jax/_src/tree_util.py,1657,238,19,86,5,15,1
jax/_src/test_loader.py,233,41,8,17,3,15,0
jax/_src/hijax.py,1036,354,11,164,25,26,0
