File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
pandas/tests/tslibs/test_liboffsets.py,172,23,3,12,0,6,0
pandas/tests/tslibs/test_libfrequencies.py,27,2,2,1,0,3,0
pandas/tests/tslibs/test_np_datetime.py,237,51,27,8,1,6,0
pandas/tests/tslibs/test_array_to_datetime.py,306,50,5,20,3,8,1
pandas/tests/tslibs/test_timezones.py,259,50,6,19,0,13,1
pandas/tests/tslibs/test_parse_iso8601.py,119,8,2,5,0,4,0
pandas/tests/tslibs/test_tzconversion.py,26,3,2,1,1,4,0
pandas/tests/tslibs/test_resolution.py,56,9,3,4,0,5,0
pandas/tests/tslibs/test_period.py,126,14,2,8,1,6,0
pandas/tests/tslibs/test_ccalendar.py,64,9,3,4,0,6,0
pandas/tests/tslibs/test_to_offset.py,241,22,2,14,0,5,0
pandas/tests/tslibs/test_conversion.py,167,25,6,12,1,6,1
pandas/tests/tslibs/test_strptime.py,111,16,7,5,1,7,0
pandas/tests/tslibs/test_parsing.py,426,48,3,24,0,11,1
pandas/tests/tslibs/test_api.py,66,4,4,1,0,1,0
pandas/tests/groupby/test_apply.py,1569,109,6,111,0,8,1
pandas/tests/groupby/__init__.py,25,4,4,1,0,0,0
pandas/tests/groupby/test_index_as_string.py,72,6,3,2,0,4,0
pandas/tests/groupby/test_groupby.py,3041,338,29,171,0,12,1
pandas/tests/groupby/test_counting.py,394,40,4,32,3,6,1
pandas/tests/groupby/test_grouping.py,1231,132,14,63,4,8,1
pandas/tests/groupby/test_reductions.py,1713,139,24,65,0,14,0
pandas/tests/groupby/test_groupby_dropna.py,692,85,21,20,0,8,1
pandas/tests/groupby/test_filters.py,638,32,1,33,0,6,0
pandas/tests/groupby/test_bin_groupby.py,67,5,2,4,0,5,0
pandas/tests/groupby/test_missing.py,89,7,2,5,0,5,1
pandas/tests/groupby/test_cumulative.py,399,32,5,25,0,7,0
pandas/tests/groupby/test_raises.py,741,60,14,20,0,8,0
pandas/tests/groupby/conftest.py,166,10,1,10,0,4,1
pandas/tests/groupby/test_sparse.py,109,14,2,11,1,5,0
pandas/tests/groupby/test_timegrouper.py,995,65,7,33,1,9,1
pandas/tests/groupby/test_libgroupby.py,348,25,3,16,1,7,1
pandas/tests/groupby/test_categorical.py,2187,209,16,84,0,9,1
pandas/tests/groupby/test_indexing.py,310,46,15,17,0,4,0
pandas/tests/groupby/test_numba.py,82,7,2,5,1,5,0
pandas/tests/groupby/test_pipe.py,80,2,1,7,0,4,0
pandas/tests/groupby/test_groupby_subclass.py,152,21,10,8,0,7,1
pandas/tests/groupby/test_all_methods.py,105,12,4,4,0,6,0
pandas/tests/groupby/test_api.py,274,54,22,4,0,5,0
pandas/tests/groupby/test_numeric_only.py,445,48,21,10,1,8,0
pandas/tests/groupby/transform/__init__.py,0,0,0,0,0,0,0
pandas/tests/groupby/transform/test_transform.py,1709,169,11,84,0,10,1
pandas/tests/groupby/transform/test_numba.py,330,18,3,27,0,9,1
pandas/tests/groupby/methods/test_nlargest_nsmallest.py,114,7,4,4,0,4,0
pandas/tests/groupby/methods/test_quantile.py,459,37,8,21,0,5,0
pandas/tests/groupby/methods/test_kurt.py,90,5,2,4,0,5,0
pandas/tests/groupby/methods/__init__.py,0,0,0,0,0,0,0
pandas/tests/groupby/methods/test_skew.py,46,4,2,2,0,5,0
pandas/tests/groupby/methods/test_sample.py,154,12,2,11,0,3,0
pandas/tests/groupby/methods/test_size.py,90,14,4,8,0,4,0
pandas/tests/groupby/methods/test_value_counts.py,1169,91,10,37,0,4,0
pandas/tests/groupby/methods/test_groupby_shift_diff.py,268,28,6,18,0,4,0
pandas/tests/groupby/methods/test_describe.py,277,18,4,11,0,6,0
pandas/tests/groupby/methods/test_rank.py,643,26,4,16,0,6,0
pandas/tests/groupby/methods/test_is_monotonic.py,78,2,1,2,0,4,0
pandas/tests/groupby/methods/test_nth.py,848,55,5,39,0,5,0
pandas/tests/groupby/aggregate/test_other.py,672,55,12,31,1,10,1
pandas/tests/groupby/aggregate/__init__.py,0,0,0,0,0,0,0
pandas/tests/groupby/aggregate/test_cython.py,415,34,13,14,0,6,1
pandas/tests/groupby/aggregate/test_numba.py,447,23,3,29,0,9,1
pandas/tests/groupby/aggregate/test_aggregate.py,2108,153,8,126,3,14,1
pandas/tests/extension/test_string.py,331,87,6,33,2,14,0
pandas/tests/extension/__init__.py,0,0,0,0,0,0,0
pandas/tests/extension/test_numpy.py,530,99,6,52,2,8,1
pandas/tests/extension/test_common.py,110,30,4,11,4,7,0
pandas/tests/extension/test_extension.py,27,7,2,3,2,3,0
pandas/tests/extension/conftest.py,214,23,3,20,0,3,0
pandas/tests/extension/test_masked.py,366,95,22,24,1,11,0
pandas/tests/extension/test_sparse.py,510,100,8,58,1,7,1
pandas/tests/extension/test_period.py,132,19,2,14,2,10,1
pandas/tests/extension/test_categorical.py,192,45,10,18,2,9,1
pandas/tests/extension/test_arrow.py,4477,701,32,275,3,24,0
pandas/tests/extension/test_interval.py,150,22,2,19,1,9,0
pandas/tests/extension/test_datetime.py,164,23,3,17,2,7,1
pandas/tests/extension/base/dtype.py,123,47,3,21,1,5,1
pandas/tests/extension/base/__init__.py,89,1,1,0,1,17,0
pandas/tests/extension/base/ops.py,287,59,5,19,4,8,1
pandas/tests/extension/base/methods.py,888,179,10,65,1,14,1
pandas/tests/extension/base/printing.py,41,18,7,5,1,3,0
pandas/tests/extension/base/reduce.py,181,31,11,8,1,4,0
pandas/tests/extension/base/groupby.py,181,24,7,8,1,5,1
pandas/tests/extension/base/index.py,20,9,4,2,1,1,0
